AÑOREG;DEPOCU;DEPREG;DIAOCU;EDADHOM;EDADMUJ;MESOCU;MESREG;MUPOCU;MUPREG;NACHOM;NACMUJ
2012;22;22;24;51;42;2;2;2202;2202;320;320
2011;13;13;18;43;41;11;12;1301;1301;320;320
2011;12;12;23;30;28;5;8;1215;1215;320;320
2012;13;13;28;25;22;12;5;1301;1303;320;320
2011;22;22;6;30;34;10;12;2201;2205;320;320
2011;5;5;9;24;24;8;12;501;509;320;320
2012;16;16;9;51;47;9;4;1601;1601;320;320
2011;6;6;5;38;31;4;7;601;614;320;320
2011;5;5;20;20;19;5;6;501;501;320;320
2011;12;12;6;999;999;7;10;1201;1201;320;320
2011;12;12;27;999;999;10;11;1201;1201;320;320
2011;12;12;8;999;45;4;5;1201;1201;320;320
2012;18;18;27;20;36;12;2;1801;1804;320;320
2011;13;13;11;25;22;11;12;1301;1303;320;320
2011;20;20;6;26;17;6;7;2001;2001;320;320
2011;20;20;14;25;16;3;6;2001;2001;320;320
2011;1;1;25;999;999;3;6;101;101;320;320
2011;1;1;13;999;999;7;10;101;109;320;320
2011;13;13;8;999;30;9;10;1301;1303;320;320
2011;8;9;29;52;37;7;10;801;902;320;320
2011;14;14;5;24;22;4;5;1401;1418;320;320
2011;1;1;27;999;999;6;7;101;108;320;320
2012;1;1;6;48;28;5;4;108;111;320;320
2011;1;1;29;40;36;8;10;101;101;320;320
2011;13;1;8;41;27;7;11;1301;116;320;320
2011;1;1;20;999;999;1;7;101;115;320;320
2011;1;1;22;999;999;2;7;101;101;320;320
2011;1;1;23;999;999;5;7;101;101;320;320
2011;16;16;24;26;25;6;8;1601;1614;320;320
2011;1;1;5;999;28;9;11;101;101;320;320
2011;1;1;1;999;999;4;6;101;101;320;320
2011;5;5;24;999;999;3;9;501;501;320;320
2011;1;1;10;51;63;3;7;101;101;320;320
2011;1;1;29;999;999;8;9;101;101;320;320
2012;1;1;28;38;31;9;1;108;108;320;320
2011;11;11;8;40;31;8;9;1101;1101;320;320
2011;1;1;25;999;999;11;12;101;101;320;320
2012;16;16;8;999;999;12;4;1601;1601;320;320
2011;1;1;23;999;999;9;11;115;101;320;320
2011;1;1;18;999;999;1;8;101;101;320;320
2012;1;1;16;999;999;11;2;101;101;320;320
2012;1;1;18;999;999;11;2;101;101;320;320
2012;1;1;28;999;999;2;3;101;101;320;320
2012;1;1;20;999;999;10;4;101;101;320;320
2011;1;1;4;999;999;4;5;101;101;320;320
2011;1;1;25;999;999;1;5;101;101;320;320
2011;1;1;6;999;999;5;6;101;101;320;320
2011;1;1;15;999;999;6;8;101;101;320;320
2011;1;1;1;999;999;9;9;101;101;320;320
2011;1;1;2;999;999;6;9;101;101;320;320
2011;1;1;5;999;999;5;9;101;101;320;320
2011;2;1;21;999;999;6;9;201;101;320;320
2011;1;1;12;999;999;5;10;101;101;320;320
2011;1;1;28;999;999;9;10;101;101;320;320
2011;1;1;24;999;999;8;12;101;101;320;320
2011;13;13;12;999;999;5;6;1301;1302;320;320
2011;1;5;7;999;999;10;11;101;501;320;320
2012;1;6;22;999;999;9;3;101;604;320;320
2012;19;19;21;999;999;12;4;1901;1905;320;320
2012;1;1;15;999;999;4;3;101;115;320;320
2011;17;17;14;999;999;6;6;1703;1704;320;320
2011;1;1;16;999;999;6;6;108;101;320;320
2012;1;1;19;999;999;1;6;108;108;320;320
2011;1;1;4;999;999;4;8;114;114;320;320
2012;1;1;30;999;999;11;3;115;101;320;320
2011;1;1;12;999;999;7;10;101;108;320;320
2012;1;1;25;999;999;4;4;101;101;320;320
2011;16;16;21;47;999;1;2;1601;1601;320;320
2011;22;22;28;27;999;10;12;2201;2216;320;320
2011;1;1;3;999;999;2;3;101;101;320;320
2012;1;1;2;999;999;8;2;115;115;320;320
2011;1;1;8;999;999;7;9;101;101;320;320
2011;12;12;7;999;999;9;12;1215;1215;320;320
2011;1;1;25;999;999;1;3;101;101;320;320
2012;1;1;26;999;999;8;2;115;115;320;320
2011;13;13;18;39;40;2;5;1301;1301;320;320
2012;1;1;7;23;30;12;6;101;101;320;320
2011;1;1;30;27;24;3;7;115;115;320;320
2011;1;1;25;24;21;11;12;101;101;320;320
2011;22;22;21;29;27;2;3;2201;2211;320;320
2011;1;1;22;999;35;9;11;101;104;320;320
2011;12;12;9;53;52;3;4;1215;1215;320;320
2011;1;1;27;999;49;9;10;115;115;320;320
2011;1;1;4;999;32;7;8;101;108;320;320
2011;1;1;1;31;29;4;11;101;101;320;320
2012;16;16;6;23;18;4;3;1606;1606;320;320
2011;10;10;27;35;999;10;11;1001;1002;320;320
2012;20;20;1;999;51;12;6;2001;2002;320;320
2011;1;1;4;36;33;8;11;101;116;320;320
2012;19;19;25;29;19;11;1;1901;1903;320;320
2011;1;1;2;26;24;3;5;101;101;320;320
2011;18;18;6;22;19;5;6;1801;1804;320;320
2011;1;1;5;22;25;10;12;101;101;320;320
2011;22;22;5;45;30;12;12;2202;2202;320;320
2012;6;6;5;26;25;12;1;601;601;320;320
2011;5;5;30;39;38;3;6;501;511;320;320
2011;9;9;19;57;59;8;10;901;901;320;320
2011;1;1;16;46;46;6;7;115;117;320;320
2012;10;10;17;38;39;8;2;1001;1001;320;320
2011;2;2;7;33;20;2;5;201;208;320;320
2011;1;1;30;999;28;9;12;101;101;320;320
2011;1;1;12;999;999;4;6;101;101;320;320
2011;18;18;25;999;999;3;5;1801;1801;320;320
2011;1;1;25;33;999;5;10;101;101;320;320
2012;6;6;19;999;50;12;3;611;611;320;320
2012;22;22;12;30;28;10;1;2204;2204;320;320
2012;11;11;10;28;26;10;6;1101;1108;320;320
2011;22;22;27;999;999;6;8;2201;2213;320;320
2011;6;6;8;48;44;7;8;604;604;320;320
2011;16;16;2;999;44;6;9;1601;1601;320;320
2011;9;9;27;40;44;1;2;901;909;320;320
2011;13;13;14;43;43;4;9;1312;1330;320;320
2011;12;12;4;25;22;2;3;1215;1215;320;320
2011;21;21;24;999;40;2;6;2101;2106;320;320
2011;1;1;26;37;35;7;9;108;108;320;320
2011;1;1;10;49;60;1;3;101;101;320;320
2011;11;11;18;999;34;5;10;1101;1101;320;320
2012;1;1;17;999;27;11;3;101;101;320;320
2011;19;19;29;999;21;7;9;1901;1901;320;320
2011;1;1;17;999;999;8;11;101;101;320;320
2012;1;1;18;999;34;11;1;101;101;320;320
2011;11;11;23;999;999;6;9;1102;1102;320;320
2012;1;1;24;999;999;11;3;115;115;320;320
2012;1;1;25;999;999;11;1;101;101;320;320
2011;10;10;4;999;21;10;11;1015;1015;320;320
2011;16;16;22;38;19;8;11;1601;1610;320;320
2011;9;9;10;45;44;10;11;901;914;320;320
2011;7;7;15;33;30;7;10;719;713;320;320
2012;6;6;7;41;36;11;3;601;611;320;320
2011;22;22;23;26;18;8;9;2201;2216;320;320
2011;6;6;7;999;999;9;11;601;601;320;320
2011;19;19;19;999;59;1;4;1901;1901;320;320
2011;18;20;14;999;24;2;9;1801;2010;320;320
2011;22;22;17;49;38;8;9;2201;2211;320;320
2011;1;1;30;31;24;5;9;101;101;320;320
2011;2;2;20;999;999;6;8;201;207;320;320
2012;16;16;18;999;999;7;1;1601;1601;320;320
2011;8;8;4;29;999;2;5;805;805;320;320
2011;3;3;15;27;27;6;7;301;301;320;320
2011;16;16;14;999;999;5;8;1601;1604;320;320
2011;5;5;18;999;999;4;6;512;512;320;320
2011;17;17;25;999;999;2;4;1701;1701;320;320
2011;22;22;3;42;999;2;2;2201;2211;320;320
2011;1;1;1;999;999;6;10;114;101;320;320
2011;1;1;20;38;38;5;7;101;102;320;320
2011;1;5;8;59;999;9;10;101;501;320;320
2012;1;1;28;999;999;11;2;101;101;320;320
2011;1;1;1;999;999;4;7;101;101;320;320
2011;1;1;12;33;45;5;6;115;115;320;320
2012;5;5;26;999;999;10;2;501;509;320;320
2011;13;13;19;999;41;7;10;1301;1301;320;320
2011;14;14;12;19;16;8;9;1401;1401;320;320
2011;1;1;6;63;54;10;12;114;114;320;320
2011;1;1;8;999;999;6;9;101;101;320;320
2011;1;1;24;58;41;1;3;101;101;320;320
2011;1;1;8;43;36;9;11;101;101;320;320
2011;11;11;2;39;39;2;2;1101;1101;320;320
2011;1;1;19;999;999;5;11;101;101;320;320
2011;20;20;17;999;43;2;3;2001;2008;320;320
2011;18;10;27;999;999;7;12;1801;1001;320;320
2011;1;1;24;999;999;2;5;101;101;320;320
2011;1;1;11;999;999;7;10;101;101;320;320
2011;13;13;4;999;999;7;8;1301;1302;320;320
2011;10;10;28;999;999;6;8;1001;1002;320;320
2011;1;1;16;999;999;5;6;101;101;320;320
2011;18;18;25;999;999;10;11;1801;1801;320;320
2012;1;1;12;999;999;12;4;101;101;320;320
2011;14;14;8;999;23;4;4;1412;1412;320;320
2011;13;13;14;999;18;6;7;1301;1301;320;320
2012;1;1;28;999;59;12;3;101;101;320;320
2011;2;5;30;999;49;3;6;201;507;320;320
2012;6;6;7;999;46;10;3;601;614;320;320
2011;13;13;15;999;45;6;11;1301;1302;320;320
2011;6;6;28;999;44;6;9;601;611;320;320
2011;9;12;13;999;33;6;7;920;1217;320;320
2011;12;12;30;999;31;6;8;1201;1219;320;320
2012;13;13;8;999;25;11;2;1301;1301;320;320
2011;11;11;8;48;42;8;8;1101;1103;320;320
2012;1;1;14;33;35;6;3;101;102;320;320
2011;6;6;7;999;55;9;12;601;601;320;320
2011;1;1;25;999;40;3;5;101;101;320;320
2011;21;21;12;999;36;7;7;2101;2101;320;320
2012;13;13;20;999;36;12;1;1301;1301;320;320
2011;10;10;29;999;999;3;5;1001;1001;320;320
2011;1;1;28;48;999;6;7;101;101;320;320
2011;9;9;22;999;999;6;12;901;901;320;320
2012;1;1;7;999;999;10;6;101;101;320;320
2011;11;11;8;999;999;6;12;1101;1101;320;320
2011;1;1;14;999;36;4;7;101;101;320;320
2011;1;1;12;999;999;7;11;115;115;320;320
2011;1;1;1;999;999;3;4;101;101;320;320
2011;6;6;10;999;999;8;10;601;601;320;320
2011;1;1;13;999;999;10;11;101;101;320;320
2012;1;1;21;999;999;7;3;101;109;320;320
2011;22;22;9;49;37;2;2;2204;2204;320;320
2012;6;6;8;39;26;12;3;601;614;320;320
2011;6;6;10;999;30;10;12;601;611;320;320
2012;1;1;18;999;999;3;3;101;101;320;320
2012;10;10;7;34;30;12;2;1001;1001;320;320
2012;16;16;21;56;999;9;3;1601;1601;320;320
2012;1;1;9;999;999;8;1;101;101;320;320
2012;1;1;9;999;999;12;2;101;101;320;320
2012;1;1;9;999;999;6;4;101;101;320;320
2011;16;16;19;999;999;5;9;1601;1604;320;320
2011;1;1;16;999;999;2;9;108;101;320;320
2011;1;1;14;49;999;7;8;101;101;320;320
2011;1;1;4;65;65;4;6;101;101;320;320
2012;5;5;27;51;54;10;1;501;501;320;320
2011;1;1;9;999;999;6;7;101;101;320;320
2011;1;1;23;999;999;2;9;101;101;320;320
2011;22;22;21;27;23;6;8;2201;2216;320;320
2011;20;20;21;999;999;2;3;2001;2001;320;320
2011;20;20;28;999;999;3;9;2001;2001;320;320
2011;18;18;1;999;999;2;3;1801;1801;320;320
2011;22;22;31;31;25;8;10;2201;2216;320;320
2012;5;5;12;999;999;8;1;501;501;320;320
2011;1;1;19;999;27;7;10;101;101;320;320
2012;1;1;18;26;26;7;1;101;101;320;320
2011;1;1;10;999;999;6;8;101;101;320;320
2011;5;5;15;999;999;7;8;501;509;320;320
2011;1;1;14;999;999;7;9;101;101;320;320
2011;1;1;7;999;999;2;3;101;101;320;320
2011;1;1;12;999;999;10;12;101;101;320;320
2011;1;1;14;999;999;4;5;115;115;320;320
2011;5;5;12;999;999;8;9;501;501;320;320
2011;13;13;21;999;28;11;12;1312;1312;320;320
2011;13;13;10;999;999;6;7;1312;1312;320;320
2011;1;1;10;49;43;3;6;101;101;320;320
2011;13;13;22;31;999;8;11;1312;1312;320;320
2011;8;8;25;999;999;2;7;801;801;320;320
2012;1;1;9;999;999;12;1;101;101;320;320
2011;1;1;10;34;32;10;10;101;101;320;320
2011;1;1;13;33;33;10;11;101;101;320;320
2011;1;1;5;999;999;5;6;101;101;320;320
2012;1;1;30;22;23;11;2;101;101;320;320
2011;1;1;4;26;28;8;9;101;101;320;320
2011;4;4;15;30;26;7;8;401;401;320;320
2012;1;1;15;26;24;12;1;101;101;320;320
2011;1;1;11;37;41;8;9;101;117;320;320
2012;1;1;3;38;35;10;6;115;115;320;320
2011;1;1;17;999;999;3;6;101;101;320;320
2011;1;1;12;30;30;8;9;101;101;320;320
2011;16;16;15;34;27;8;9;1601;1610;320;320
2011;1;22;30;999;28;6;8;101;2212;320;320
2012;22;22;31;999;49;10;2;2201;2201;320;320
2011;10;10;21;53;999;6;10;1004;1004;320;320
2011;1;1;29;999;999;7;9;101;101;320;320
2012;1;1;18;999;999;11;3;101;101;320;320
2011;1;1;11;999;999;1;4;101;101;320;320
2011;6;6;23;25;28;2;3;601;601;320;320
2011;10;10;8;999;999;7;7;1001;1001;320;320
2011;1;1;22;31;30;9;11;101;108;320;320
2012;1;1;14;22;24;4;6;101;101;320;320
2011;9;9;15;999;999;6;9;901;901;320;320
2011;1;1;24;999;999;6;8;101;101;320;320
2011;1;1;26;999;999;10;11;101;101;320;320
2011;22;22;15;26;22;11;12;2201;2201;320;320
2011;18;18;21;43;28;3;4;1801;1801;320;320
2012;15;15;19;40;39;12;6;1501;1501;320;320
2011;11;11;18;39;42;3;5;1101;1107;320;320
2011;2;2;19;23;23;8;9;207;207;320;320
2011;16;16;6;35;25;9;10;1601;1601;320;320
2011;16;16;7;999;999;3;3;1601;1601;320;320
2011;1;1;22;999;999;6;8;101;101;320;320
2012;1;1;21;999;999;7;2;101;101;320;320
2011;1;1;9;999;999;6;6;101;101;320;320
2011;16;16;2;27;20;9;12;1601;1604;320;320
2011;1;1;1;30;24;8;9;101;101;320;320
2011;18;18;9;22;21;9;11;1801;1804;320;320
2012;1;1;17;999;999;3;1;101;101;320;320
2011;1;1;7;999;999;6;7;115;101;320;320
2011;1;1;26;999;22;7;9;101;101;320;320
2011;18;18;13;31;25;5;6;1803;1803;320;320
2011;9;9;9;37;33;9;11;901;901;320;320
2011;1;1;27;27;28;7;10;101;101;320;320
2011;5;5;18;33;27;2;4;501;501;320;320
2011;9;9;15;44;38;11;12;901;914;320;320
2012;9;9;29;999;999;12;1;901;914;320;320
2011;1;1;7;22;24;9;12;101;101;320;320
2011;1;1;15;29;25;6;12;101;101;320;320
2012;1;1;3;999;999;2;6;101;108;320;320
2011;1;1;28;999;999;9;11;101;101;320;320
2011;1;1;14;999;999;1;2;101;101;320;320
2011;1;1;31;999;999;1;2;101;101;320;320
2012;1;1;18;999;999;8;5;101;101;320;320
2011;10;5;29;999;999;3;4;1001;513;320;320
2012;1;1;8;32;35;8;1;101;101;320;320
2012;7;7;30;24;18;11;1;701;701;320;320
2011;1;1;23;49;50;6;8;101;101;320;320
2012;11;11;13;57;55;10;5;1106;1106;320;320
2012;1;1;20;36;34;9;3;101;108;320;320
2011;1;1;31;999;999;1;3;101;101;320;320
2011;22;21;8;999;51;8;9;2201;2106;320;320
2012;8;8;17;999;999;10;4;801;801;320;320
2011;8;8;31;999;999;8;10;801;801;320;320
2011;14;14;5;23;21;1;2;1401;1401;320;320
2012;1;1;25;999;999;11;3;101;101;320;320
2011;1;1;3;999;999;5;7;101;101;320;320
2011;11;11;5;23;21;9;10;1101;1101;320;320
2012;16;16;2;31;28;9;4;1601;1604;320;320
2011;1;12;12;30;30;5;9;101;1201;320;320
2012;1;1;17;999;45;10;1;101;101;320;320
2012;1;1;14;25;19;12;2;101;101;320;320
2011;1;1;4;999;999;2;3;101;101;320;320
2012;9;9;25;55;50;11;1;901;902;320;320
2011;1;1;11;999;29;2;9;101;101;320;320
2011;1;1;17;999;999;8;10;115;101;320;320
2011;8;8;23;28;23;5;7;801;803;320;320
2011;1;1;17;19;24;2;4;101;108;320;320
2011;1;1;30;64;48;9;10;115;101;320;320
2011;1;3;30;31;28;6;10;101;301;320;320
2012;1;1;22;999;999;2;5;101;101;320;320
2011;17;17;1;999;40;8;8;1709;1709;320;320
2011;1;1;19;999;31;10;12;102;102;320;320
2011;9;10;27;38;33;9;11;901;1001;320;320
2011;1;1;8;999;999;6;9;101;101;320;320
2011;1;1;10;39;40;3;5;101;102;320;320
2011;8;8;6;32;27;10;11;801;801;320;320
2012;1;1;30;999;999;11;2;115;101;320;320
2011;1;1;7;999;999;2;6;101;101;320;320
2011;9;9;21;66;50;3;4;901;914;320;320
2011;12;12;29;999;999;7;9;1215;1215;320;320
2011;22;22;28;999;34;1;3;2201;2216;320;320
2012;2;2;14;49;21;11;3;201;203;320;320
2012;22;22;6;52;35;12;1;2202;2202;320;320
2012;20;20;24;48;40;10;1;2001;2001;320;320
2011;1;1;12;43;42;1;3;101;101;320;320
2012;13;13;1;999;999;12;1;1312;1312;320;320
2011;13;13;8;999;999;2;4;1312;1312;320;320
2011;13;13;19;999;999;10;11;1312;1312;320;320
2011;13;13;4;999;999;10;11;1312;1306;320;320
2012;13;13;14;35;22;11;2;1312;1312;320;320
2011;13;13;26;41;37;10;12;1312;1312;320;320
2011;13;13;15;32;29;8;10;1301;1329;320;320
2011;9;9;11;31;31;7;8;901;916;320;320
2011;13;13;26;46;43;8;10;1301;1312;320;320
2011;9;9;28;999;999;9;10;920;920;320;320
2012;13;13;1;45;999;12;1;1301;1302;320;320
2011;9;9;4;53;59;11;11;901;902;320;320
2012;22;22;8;999;999;4;2;2201;2216;320;320
2011;9;9;4;24;28;2;4;901;923;320;320
2011;1;1;11;999;999;4;6;101;101;320;320
2012;9;9;2;999;999;12;4;920;920;320;320
2011;1;1;14;999;999;4;6;101;101;320;320
2011;1;1;14;58;43;6;7;101;106;320;320
2011;1;1;8;43;39;2;3;101;101;320;320
2011;1;3;5;29;37;10;10;101;310;320;320
2011;1;1;13;26;26;10;12;101;101;320;320
2011;1;1;21;999;999;1;2;101;101;320;320
2011;1;1;3;999;999;3;4;101;101;320;320
2011;1;1;17;999;999;2;4;101;108;320;320
2011;8;8;7;999;999;3;10;801;805;320;320
2011;8;8;7;999;999;3;4;805;805;320;320
2011;8;8;10;999;999;5;6;801;805;320;320
2011;8;8;5;999;999;8;11;801;805;320;320
2012;12;12;25;51;999;10;3;1209;1209;320;320
2012;9;8;17;52;39;11;1;901;803;320;320
2012;1;22;10;999;999;12;2;101;2214;320;320
2012;17;17;21;999;999;11;1;1703;1709;320;320
2011;17;17;27;999;999;7;9;1705;1708;320;320
2012;17;17;2;999;999;12;5;1712;1709;320;320
2011;9;9;2;999;999;2;6;912;912;320;320
2011;16;16;18;36;999;3;5;1615;1615;320;320
2011;7;7;25;999;999;1;3;701;701;320;320
2011;5;5;26;999;999;8;10;502;502;320;320
2011;16;16;16;999;999;2;4;1613;1613;320;320
2011;16;16;28;34;999;7;10;1601;1601;320;320
2011;14;14;18;34;40;2;4;1413;1415;320;320
2011;18;18;14;52;52;9;11;1801;1804;320;320
2012;5;5;31;999;999;8;4;502;502;320;320
2011;12;12;19;999;999;9;10;1215;1215;320;320
2011;16;16;15;24;19;8;11;1601;1609;320;320
2011;17;16;26;999;999;8;12;1703;1609;320;320
2012;5;5;26;999;32;10;5;502;507;320;320
2011;16;16;5;999;999;4;5;1601;1609;320;320
2012;10;10;4;999;999;11;4;1001;1001;320;320
2011;16;16;9;999;999;3;6;1610;1610;320;320
2011;9;9;10;999;999;3;5;920;920;320;320
2012;14;14;25;26;26;2;3;1412;1412;320;320
2012;16;16;13;35;16;8;1;1601;1610;320;320
2012;9;9;22;34;25;6;1;920;921;320;320
2011;4;4;29;38;32;7;8;401;406;320;320
2011;17;19;7;29;28;9;11;1712;1909;320;320
2011;9;8;14;32;25;6;7;901;808;320;320
2011;9;9;1;49;999;2;5;920;920;320;320
2011;22;20;23;999;999;8;9;2201;2011;320;320
2011;12;12;8;999;999;8;9;1215;1215;320;320
2011;9;9;7;999;999;4;6;901;923;320;320
2012;16;16;7;36;49;6;3;1601;1602;320;320
2011;13;13;11;33;31;2;4;1301;1301;320;320
2012;11;9;21;45;42;10;1;1101;921;320;320
2011;9;9;7;999;999;4;5;920;920;320;320
2011;4;4;6;58;999;6;9;416;416;320;320
2011;9;9;17;999;999;3;4;920;920;320;320
2011;8;8;31;999;999;8;10;801;801;320;320
2011;14;14;5;25;23;4;9;1401;1416;320;320
2011;14;14;7;20;21;1;2;1401;1407;320;320
2012;10;10;21;999;33;9;2;1001;1004;320;320
2011;14;14;8;18;18;9;10;1409;1409;320;320
2011;8;8;30;21;20;5;7;801;805;320;320
2011;8;8;25;29;27;7;9;801;801;320;320
2011;8;8;4;23;27;5;12;801;801;320;320
2011;12;12;24;22;23;10;12;1215;1215;320;320
2012;9;9;13;999;32;9;4;920;920;320;320
2012;6;6;8;999;999;12;2;601;602;320;320
2011;10;10;2;999;999;11;12;1001;1005;320;320
2011;16;16;20;999;999;7;9;1601;1605;320;320
2011;10;10;22;999;999;11;12;1001;1006;320;320
2011;16;16;27;999;999;1;4;1601;1601;320;320
2012;21;21;20;999;999;12;3;2101;2101;320;320
2011;1;1;22;999;999;6;12;101;103;320;320
2011;13;13;29;999;999;7;9;1301;1315;320;320
2011;11;9;10;999;999;2;3;1101;904;320;320
2011;9;9;21;999;999;7;8;901;904;320;320
2011;9;9;9;999;999;2;2;901;917;320;320
2011;14;14;19;999;999;7;10;1401;1421;320;320
2012;11;11;7;999;999;11;1;1102;1102;320;320
2011;11;11;28;999;999;9;10;1102;1102;320;320
2011;11;11;15;999;999;8;11;1102;1102;320;320
2012;5;5;24;999;999;8;1;502;502;320;320
2012;17;17;4;999;999;3;1;1705;1710;320;320
2011;17;17;30;999;999;5;7;1705;1710;320;320
2012;13;13;13;999;999;9;2;1312;1324;320;320
2011;12;12;2;999;999;5;6;1215;1215;320;320
2011;1;14;29;999;999;3;5;115;1421;320;320
2011;22;22;16;999;999;5;7;2216;2216;320;320
2011;9;12;14;999;999;5;7;920;1217;320;320
2011;9;9;17;999;999;5;6;920;920;320;320
2011;18;18;7;999;999;2;3;1805;1805;320;320
2011;16;16;14;35;999;1;5;1601;1616;320;320
2012;14;14;2;34;999;3;1;1401;1418;320;320
2011;2;2;10;29;999;2;3;201;204;320;320
2011;12;12;1;999;26;6;6;1222;1222;320;320
2011;13;13;4;60;999;7;7;1319;1319;320;320
2012;22;22;6;56;49;12;1;2201;2216;320;320
2011;4;4;28;35;29;10;12;401;407;320;320
2011;14;14;1;31;25;2;4;1413;1413;320;320
2011;7;7;31;28;25;10;12;701;701;320;320
2011;13;13;25;46;37;7;11;1315;1315;320;320
2011;14;14;15;28;26;11;12;1401;1401;320;320
2011;14;8;18;23;20;4;6;1401;807;320;320
2011;18;18;16;31;28;6;7;1801;1801;320;320
2011;12;12;7;999;40;3;9;1215;1215;320;320
2011;19;19;3;43;39;3;5;1901;1901;320;320
2011;13;13;11;58;53;4;6;1301;1315;320;320
2011;13;13;9;36;34;3;3;1319;1319;320;320
2012;15;15;28;40;33;11;5;1504;1504;320;320
2011;12;12;10;36;33;1;2;1223;1223;320;320
2012;4;4;20;31;29;12;2;401;407;320;320
2011;4;14;4;30;27;1;4;401;1415;320;320
2011;4;4;3;29;27;8;9;401;407;320;320
2011;9;9;18;31;25;1;2;920;921;320;320
2011;12;12;30;25;16;9;11;1201;1210;320;320
2011;6;6;3;20;23;3;4;601;602;320;320
2011;19;19;26;25;21;10;12;1901;1901;320;320
2011;17;17;2;999;51;3;4;1703;1703;320;320
2011;13;13;28;999;49;7;9;1301;1312;320;320
2011;22;22;27;48;40;9;10;2202;2202;320;320
2011;11;11;25;999;999;7;9;1101;1108;320;320
2011;11;11;25;999;999;7;10;1108;1108;320;320
2012;9;9;23;999;999;8;1;920;920;320;320
2012;19;19;20;999;999;12;1;1901;1903;320;320
2012;19;19;3;999;999;11;1;1901;1903;320;320
2012;12;12;17;999;999;8;3;1201;1201;320;320
2011;9;9;22;999;999;8;10;920;920;320;320
2011;2;2;2;50;999;9;9;201;201;320;320
2011;2;2;2;50;999;9;12;201;201;320;320
2011;6;6;13;999;999;5;10;601;602;320;320
2011;1;4;10;999;999;1;3;101;408;320;320
2011;5;5;8;999;999;8;11;502;502;320;320
2012;9;9;25;999;999;5;2;920;920;320;320
2011;12;12;8;43;999;7;8;1215;1217;320;320
2011;1;1;1;999;999;12;12;101;101;320;320
2012;9;9;10;999;999;11;5;920;920;320;320
2011;1;1;15;999;24;4;9;114;114;320;320
2011;7;10;29;29;24;7;9;701;1014;320;320
2011;1;1;31;25;19;5;6;101;101;320;320
2012;12;12;25;51;43;10;1;1215;1211;320;320
2011;16;16;5;24;18;8;11;1601;1609;320;320
2011;8;8;11;22;17;7;8;801;805;320;320
2011;9;9;19;999;25;7;8;920;920;320;320
2012;9;9;29;999;999;12;5;920;920;320;320
2012;22;12;30;46;47;5;1;2201;1214;320;320
2011;9;9;9;999;22;9;9;920;920;320;320
2011;16;16;28;999;999;1;5;1601;1604;320;320
2011;10;10;22;999;999;9;11;1001;1020;320;320
2011;9;9;19;999;999;4;5;920;920;320;320
2011;9;9;19;999;999;7;8;920;920;320;320
2011;9;9;24;999;999;8;9;920;920;320;320
2011;16;16;17;999;38;8;10;1601;1601;320;320
2012;1;1;9;999;27;8;1;101;101;320;320
2011;9;9;11;999;999;7;9;920;920;320;320
2011;14;14;1;999;999;2;3;1404;1404;320;320
2012;1;14;7;999;999;10;2;101;1413;320;320
2012;16;16;18;35;999;10;3;1601;1610;320;320
2011;11;11;11;29;27;4;6;1109;1109;320;320
2012;14;14;28;26;23;10;3;1413;1413;320;320
2011;21;21;27;999;999;10;12;2101;2106;320;320
2011;22;22;21;999;999;2;9;2201;2211;320;320
2011;19;22;21;999;999;1;3;1901;2210;320;320
2011;22;22;7;67;999;7;9;2201;2201;320;320
2011;4;4;28;999;999;4;6;401;416;320;320
2011;6;6;8;999;27;6;10;601;602;320;320
2011;12;12;29;999;999;7;10;1215;1215;320;320
2011;9;9;7;999;37;4;5;920;920;320;320
2011;11;11;16;24;24;6;8;1101;1109;320;320
2011;12;12;5;999;28;5;10;1215;1219;320;320
2011;9;12;19;999;26;8;10;920;1221;320;320
2011;9;12;3;999;25;5;6;920;1221;320;320
2011;1;1;27;999;999;5;7;101;101;320;320
2012;9;9;22;999;999;11;6;910;910;320;320
2011;9;9;8;999;999;6;7;901;920;320;320
2011;22;20;16;34;28;3;4;2201;2011;320;320
2011;9;9;18;999;999;8;9;901;901;320;320
2011;9;9;10;999;999;2;4;910;910;320;320
2012;9;9;12;41;37;5;5;901;901;320;320
2011;1;6;12;52;999;5;10;101;602;320;320
2011;12;12;17;33;29;8;12;1207;1207;320;320
2011;17;17;11;999;999;10;12;1712;1703;320;320
2011;7;7;11;41;999;5;6;701;705;320;320
2012;9;9;3;23;22;5;1;920;917;320;320
2011;9;9;12;999;999;1;3;901;901;320;320
2011;12;12;3;30;999;8;11;1223;1223;320;320
2011;8;8;11;999;999;7;9;801;808;320;320
2011;11;11;5;999;999;4;7;1101;1109;320;320
2012;17;16;16;999;999;12;2;1703;1612;320;320
2011;14;14;7;999;999;4;5;1413;1413;320;320
2012;12;12;29;48;999;9;6;1215;1211;320;320
2012;13;13;26;999;999;10;1;1301;1310;320;320
2011;22;22;2;39;25;9;9;2201;2201;320;320
2011;11;11;25;49;36;4;6;1101;1101;320;320
2011;14;14;31;47;28;8;10;1413;1419;320;320
2012;4;4;16;999;31;12;2;401;410;320;320
2011;17;17;6;999;999;7;7;1705;1705;320;320
2011;9;9;16;999;999;6;9;901;909;320;320
2012;22;22;5;20;18;12;1;2201;2211;320;320
2011;11;11;22;999;999;8;9;1102;1102;320;320
2011;6;6;7;999;44;1;3;601;602;320;320
